customer_id,age,month_income,debt,finance_buy,loan_count,is_overdue
119,51,18921,1496,5,0,0
120,58,28432,15154,9,8,1
121,44,23656,11146,1,13,1
122,36,20813,5450,6,2,0
123,50,9444,4635,11,7,1
124,57,13684,18116,9,7,1
125,34,30774,11227,1,6,0
126,53,6420,14023,1,11,1
127,28,5068,22911,5,1,0
128,43,10159,23109,3,2,0
129,49,7806,6303,5,4,0
130,23,9844,10671,11,12,0
131,27,33539,24415,7,4,0
132,49,14683,17803,10,1,0
133,49,27727,10181,9,0,0
134,41,22615,4710,2,4,0
135,51,5906,8679,4,4,0
136,32,22935,13500,4,11,0
137,49,29042,1441,9,2,0
138,46,23575,2390,8,7,0
139,54,22807,1384,6,5,0
140,22,23441,18540,8,1,0
141,48,24578,13136,7,1,0
142,34,14117,4396,2,3,0
143,24,6665,1391,1,14,0
144,27,24119,23806,2,12,0
145,29,14622,21819,5,13,1
146,48,12348,21184,10,5,0
147,30,34119,19526,11,11,0
148,58,18498,16652,9,8,0
149,54,25773,20301,3,12,1
150,45,31783,9716,10,7,0
151,36,10882,15568,0,7,0
152,53,8289,8669,9,14,0
153,53,16910,4271,9,13,1
154,45,10798,16622,8,1,0
155,33,33305,15228,5,13,1
156,23,34983,14256,0,10,0
157,24,6408,23386,2,3,0
158,58,20545,24152,10,5,0
159,38,33289,22267,10,13,0
160,23,20643,12779,0,5,0
161,23,16959,14434,11,14,0
162,49,7090,12732,8,11,1
163,44,14033,22169,3,9,0
164,58,18362,5093,1,5,0
165,53,25074,6438,3,14,0
166,54,33835,12729,1,7,0
167,22,16783,22558,5,7,0
168,40,14394,9943,5,13,0
169,23,5981,21829,10,12,0
170,47,11065,19722,6,6,0
171,53,6554,2333,8,12,1
172,27,31048,4386,10,4,0
173,53,28800,12655,8,5,0
174,25,15579,20965,3,5,0
175,32,21773,23082,8,13,1
176,38,11158,16316,7,2,0
177,59,4014,8359,11,14,0
178,45,25113,14172,0,10,1
179,26,16527,3542,6,12,0
180,55,33331,22270,6,2,0
181,27,15872,15529,9,11,1
182,43,17201,8054,3,6,0
183,32,13218,6914,6,5,0
184,37,6713,7513,10,4,0
185,54,20876,8269,10,10,0
186,30,10585,11090,10,5,0
187,27,7122,1108,10,5,0
188,37,12892,21140,9,3,0
189,50,19838,1224,9,11,0
190,24,20301,12876,4,10,0
191,41,26107,23912,4,4,0
192,57,27589,15097,4,12,0
193,40,25625,8756,5,6,0
194,47,7374,2859,6,10,1
195,24,25443,24877,4,10,1
196,40,3489,14628,8,0,0
197,41,3984,12581,11,11,1
198,53,20344,8300,10,12,0
199,28,27434,2412,8,9,0
200,54,4782,2647,6,11,1
201,39,17959,13805,9,5,0
202,22,17542,3338,2,4,0
203,32,8983,5804,3,5,0
204,49,4869,23615,3,0,0
205,46,14496,20907,6,3,0
206,44,33268,20197,1,7,0
207,52,22028,12392,10,3,0
208,51,9838,10448,4,13,0
209,56,16550,20029,10,14,0
210,28,23729,3417,10,12,0
211,37,8702,16395,3,9,1
212,47,16027,22993,9,7,0
213,23,14860,19529,10,10,0
214,22,31977,17258,8,7,0
215,33,27459,7303,0,1,0
216,26,27014,17267,9,5,0
217,58,25286,4650,2,6,0
218,53,9032,12177,5,6,0
219,30,4825,13747,10,0,0
220,56,30883,24094,3,3,0
221,40,14554,23181,2,13,0
222,37,22494,21823,5,6,0
223,24,18333,14182,10,5,0
224,41,30341,7008,2,14,0
225,45,15470,13276,6,12,0
226,54,6770,9771,11,11,1
227,45,30268,11963,0,2,1
228,32,3029,24928,8,9,1
229,29,33083,8162,9,9,0
230,57,11958,14849,1,0,0
231,59,18502,3487,3,4,0
232,41,11806,10038,5,10,0
233,56,12196,7537,5,7,0
234,46,5121,2390,10,14,1
235,56,30702,4030,7,13,0
236,46,6009,7492,7,2,0
237,50,23203,3438,3,4,0
238,39,10739,2383,5,14,0
239,39,27599,3367,8,8,1
240,23,7059,6167,6,13,0
241,56,14285,13172,7,7,1
242,37,34147,1465,7,10,0
243,57,32727,18535,1,8,0
244,54,5910,3483,6,14,1
245,25,17674,16957,2,12,0
246,54,21354,774,6,4,0
247,35,33676,23414,1,12,0
248,42,29114,20722,0,2,0
249,41,26039,14677,10,12,1
250,29,30717,24405,8,10,1
251,28,24151,3930,9,8,0
252,24,15161,21344,9,3,0
253,38,34831,2220,0,0,0
254,54,14116,1439,10,14,0
255,33,28146,22630,0,10,0
256,43,16051,7424,10,14,0
257,43,20626,8905,11,1,0
258,51,20096,6700,11,7,0
259,59,34308,22723,2,1,0
260,59,16054,21468,0,5,0
261,29,17070,5510,6,11,0
262,48,12485,11173,6,4,0
263,48,22250,16453,10,8,0
264,55,29250,11956,7,7,1
265,42,17413,13130,1,0,0
266,51,14855,14582,6,2,0
267,54,9153,10937,8,13,0
268,49,8587,8934,10,11,0
269,54,28935,6728,9,4,0
270,26,11827,20534,4,11,0
271,40,28785,18917,9,7,0
272,25,27097,23794,2,6,0
273,56,34864,24985,8,1,0
274,38,34311,19391,0,13,1
275,49,9861,24527,11,11,0
276,51,13804,6870,2,6,0
277,50,16979,21518,1,4,0
278,27,4297,4242,1,5,0
279,56,17745,21993,2,7,1
280,58,3357,9871,9,4,0
281,45,33342,24162,6,8,0
282,50,19300,9906,5,0,0
283,52,17433,17581,11,4,0
284,56,24486,18721,8,0,0
285,54,19624,16205,9,0,0
286,42,13796,8086,10,0,0
287,53,26238,11408,9,14,0
288,44,31640,3193,2,4,0
289,54,21210,8218,4,8,0
290,24,11115,5220,8,1,0
291,39,34857,19357,2,5,0
292,46,22942,6531,11,4,0
293,52,6860,19549,7,11,1
294,24,32936,17474,8,13,1
295,45,15443,24825,10,6,0
296,53,7447,141,10,6,0
297,43,23523,16650,6,2,0
298,44,34311,7719,5,5,0
299,23,19521,20694,10,14,0
300,48,23118,8680,5,2,0
301,23,4967,8687,5,1,0
302,47,9579,16863,4,4,0
303,38,7849,2690,6,3,0
304,54,27718,15849,6,12,1
305,30,10167,12288,6,3,0
306,50,25326,22383,2,3,0
307,47,10466,21320,10,7,1
308,56,31209,2427,5,12,1
309,46,25789,8064,8,13,0
310,45,30135,3215,8,0,0
311,34,34392,22365,3,2,0
312,28,15349,3911,8,8,0
313,57,33262,20461,1,2,0
314,41,33118,18733,7,0,0
315,22,24899,649,1,12,0
316,29,27435,21920,4,4,0
317,37,5019,19240,5,3,0
318,35,9174,15503,1,9,1
319,33,18689,10578,8,12,1
320,44,10092,21962,5,7,0
321,36,22233,18109,7,10,0
322,49,20576,8116,3,11,0
323,55,13505,1354,2,10,0
324,23,5355,17677,3,8,0
325,53,21890,19642,0,9,0
326,44,34928,2713,0,4,0
327,43,3333,8595,7,0,1
328,46,5562,13779,0,3,0
329,43,17776,12164,4,2,0
330,43,30296,20416,9,5,0
331,27,30014,1546,8,14,0
332,36,4795,2606,2,1,1
333,58,18270,19209,9,4,0
334,54,34279,4206,1,7,0
335,29,3253,3374,4,10,1
336,26,6657,13173,11,4,0
337,25,26886,24024,1,4,0
338,27,12615,23318,9,7,0
339,53,6237,14627,0,10,1
340,51,6331,6078,10,4,0
341,56,4027,3323,8,3,0
342,37,17199,8366,10,9,0
343,34,21550,14444,9,8,0
344,51,16283,7105,10,1,0
345,40,15186,17747,8,0,0
346,38,19853,9229,0,3,0
347,40,16781,15028,3,9,0
348,49,18120,7489,4,11,1
349,47,27044,16304,11,2,0
350,58,27289,24335,1,8,1
351,47,8983,19395,10,2,0
352,44,33195,2090,8,2,1
353,30,4093,15461,8,9,1
354,33,7789,10944,8,12,1
355,22,5912,148,7,6,1
356,22,18111,20817,5,12,1
357,55,24873,5098,0,11,1
358,53,17332,14559,9,1,0
359,46,19564,1133,4,10,0
360,22,15259,16737,7,7,1
361,37,30652,9299,11,5,0
362,26,12412,18497,3,11,1
363,43,23526,23939,7,10,0
364,50,23007,22394,5,11,0
365,24,24113,14956,0,13,1
366,33,19006,20069,0,8,0
367,47,24643,3206,2,7,0
368,37,27413,1109,0,3,0
369,58,33360,10169,3,7,0
370,43,12755,24802,2,3,0
371,50,33122,11131,6,10,0
372,35,7684,9204,10,14,0
373,49,10854,3106,8,4,0
374,26,23016,3936,6,10,1
375,51,25357,10994,10,9,1
376,26,29933,9658,4,10,0
377,33,9417,16340,0,14,0
378,37,20946,11180,4,6,0
379,47,16127,8461,0,5,0
380,47,20797,20190,5,4,0
381,42,13698,22933,7,1,0
382,57,32404,9723,6,13,0
383,54,25888,8495,0,14,1
384,51,20401,15344,7,14,0
385,58,18428,13097,11,4,0
386,44,6654,21532,8,14,0
387,31,17997,15775,11,9,1
388,26,26226,18316,9,6,0
389,57,16742,18424,1,10,0
390,55,34604,7934,0,12,1
391,52,11949,24717,5,5,0
392,31,14971,23173,11,5,1
393,40,18391,5775,3,4,0
394,53,25482,9000,6,13,0
395,22,28196,17331,2,13,0
396,26,29464,10484,2,14,0
397,25,22968,17149,7,8,0
398,37,19565,11115,6,0,0
399,45,9829,7172,4,3,0
400,37,30304,21399,2,6,0
401,23,13487,2496,0,0,0
402,49,5667,19946,10,12,1
403,53,32992,17646,2,11,0
404,48,12991,6393,8,10,0
405,41,19287,21434,0,14,1
406,45,9173,5410,4,3,0
407,33,24805,542,3,5,0
408,56,12691,10871,10,9,0
409,54,18208,13390,5,7,0
410,54,16235,11146,1,6,0
411,58,16663,23048,3,11,1
412,33,12176,15809,8,8,1
413,24,31129,24107,10,14,1
414,22,21748,19165,4,6,0
415,54,18072,12431,7,2,0
416,31,8516,15479,1,9,0
417,50,34832,11183,11,3,0
418,34,22689,18996,10,2,0
419,33,21599,17583,8,8,1
420,52,30366,10309,11,14,0
421,23,19509,16173,6,10,1
422,56,5620,10872,6,10,0
423,44,23599,7032,1,7,1
424,38,20835,22707,7,9,1
425,47,12200,4688,8,12,0
426,29,28789,12854,9,8,1
427,50,14896,4786,10,9,1
428,47,24931,3681,11,9,0
429,31,26087,21613,4,1,0
430,47,26753,19879,2,4,0
431,55,22514,8856,2,4,0
432,28,3696,6078,5,6,0
433,25,5270,15862,0,3,1
434,32,29091,12693,9,3,0
435,50,12226,13273,10,7,1
436,57,30416,19546,8,0,0
437,46,19060,1416,5,5,0
438,42,12727,19492,8,8,0
439,57,12005,24213,2,12,0
440,31,27885,907,9,12,0
441,58,28587,8507,2,12,0
442,30,18084,23957,9,14,0
443,45,32729,13573,6,1,0
444,56,28594,9710,6,4,0
445,56,22795,18318,3,9,0
446,57,23102,5951,10,9,0
447,39,17816,4344,7,8,0
448,53,9717,7426,10,14,0
449,45,24304,9993,1,10,1
450,44,31386,6334,0,11,1
451,53,21428,19006,0,3,0
452,58,4116,9048,1,14,1
453,33,32299,21949,10,8,1
454,34,20540,10068,10,7,0
455,44,18179,17909,5,8,0
456,46,3988,1416,7,12,1
457,56,13658,1794,2,12,1
458,51,8587,2720,11,12,0
459,38,21212,6826,5,1,0
460,41,18803,6795,7,9,0
461,46,27256,20060,8,4,0
462,43,19271,5076,7,14,0
463,34,13269,15462,6,9,0
464,40,9088,6369,3,8,0
465,57,5345,8544,2,4,0
466,33,12276,11423,6,11,0
467,40,30081,9619,0,3,0
468,33,31620,5826,6,7,0
469,30,13543,2192,5,5,0
470,28,6005,19920,2,1,0
471,49,7435,15250,2,7,1
472,35,19220,23683,1,11,1
473,52,13687,2320,0,4,0
474,40,17147,24255,10,6,0
475,37,16613,16917,4,3,0
476,26,18216,9409,6,8,0
477,56,34259,15529,6,1,0
478,33,9628,14795,5,11,1
479,46,3076,11180,10,9,1
480,42,8752,15370,9,8,0
481,57,21946,21735,5,3,0
482,44,20956,18363,10,5,0
483,37,26471,18460,6,4,0
484,35,17994,11268,7,2,0
485,52,31763,10136,4,6,0
486,26,8970,20619,0,3,0
487,56,10952,11291,6,0,0
488,44,32137,6241,1,13,1
489,50,25993,12549,10,13,0
490,32,27440,12021,4,7,1
491,39,14862,4114,6,2,0
492,33,6111,14347,6,5,0
493,30,5737,2584,8,11,1
494,31,12544,9740,4,1,0
495,38,24788,1488,5,8,1
496,59,28522,20043,9,3,0
497,28,7649,22786,11,6,0
498,34,6868,13319,10,14,0
499,30,22521,24431,5,8,1
500,48,10824,227,0,12,1
501,23,25520,20855,9,10,1
502,26,10799,5242,6,2,0
503,50,33828,13401,9,12,1
504,58,22870,24007,6,2,0
505,59,15379,20736,3,2,0
506,40,20386,14850,3,13,0
507,29,32039,21312,10,14,1
508,22,28395,14094,5,4,0
509,43,11614,16177,2,9,1
510,38,28147,7315,9,5,0
511,28,14101,15746,5,2,0
512,46,10906,12988,10,9,1
513,25,8359,13198,10,8,0
514,57,23914,698,3,0,0
515,27,33931,437,9,6,0
516,52,12615,22203,7,10,0
517,40,21017,15995,4,8,0
518,48,26053,6180,7,4,0
519,31,4753,9876,8,2,0
520,47,28043,18537,3,12,1
521,40,16481,12902,0,14,0
522,24,17130,22422,9,9,0
523,34,32463,22392,6,3,0
524,49,14114,22759,6,7,0
525,41,25737,21520,4,11,0
526,49,13495,5278,4,13,0
527,29,29282,959,0,14,0
528,22,27648,10031,2,2,0
529,24,3146,24853,0,14,1
530,34,10507,20604,6,4,0
531,49,19700,20140,4,11,0
532,46,18977,7587,11,2,0
533,54,11797,21154,3,14,0
534,59,11766,8906,6,13,0
535,27,4177,14298,8,14,1
536,53,14518,9697,5,11,0
537,42,6422,20305,8,14,0
538,37,5594,19098,5,5,0
539,42,14074,1347,9,11,0
540,32,27887,5008,8,0,0
541,58,30431,22469,5,6,0
542,57,20148,24553,8,14,0
543,56,27220,4868,2,14,0
544,40,25661,3960,4,10,0
545,41,30571,9944,10,13,0
546,39,14392,2505,4,5,0
547,35,3435,21480,9,11,0
548,36,6351,23759,7,5,0
549,52,32029,18121,10,2,0
550,22,14169,12361,10,0,0
551,24,22314,15843,6,10,1
552,37,29875,17492,1,14,1
553,44,19518,19063,10,0,0
554,32,31490,17421,1,6,0
555,33,24002,5760,6,3,0
556,31,11995,9103,9,13,1
557,53,30283,13081,11,5,0
558,37,5366,18480,9,3,0
559,29,15367,15785,3,7,1
560,59,14454,358,5,11,1
561,33,12668,5953,8,8,0
562,45,6415,1076,9,1,0
563,49,34773,14088,10,0,0
564,29,30037,7236,3,0,0
565,49,31518,5671,6,14,1
566,57,13232,22199,8,13,0
567,47,32039,22148,0,12,0
568,29,20390,4974,9,11,1
569,49,27292,3527,10,11,0
570,49,28568,18686,1,6,0
571,58,7691,12292,8,12,0
572,57,10669,9796,4,13,1
573,48,27213,1075,3,1,0
574,38,21280,20432,6,2,0
575,30,22449,16712,4,11,0
576,54,5748,14433,0,3,1
577,41,32716,3477,8,8,0
578,34,26076,7124,7,9,0
579,49,33965,17386,2,1,0
580,50,34002,24902,9,13,1
581,34,5661,22770,2,9,1
582,56,22362,14702,2,1,0
583,27,26333,2821,6,12,1
584,39,25759,9657,1,0,0
585,26,25843,11417,8,14,1
586,46,18173,12939,3,7,0
587,23,29399,18764,6,13,0
588,31,14599,8686,7,14,1
589,51,9107,2416,4,12,0
590,26,33671,19633,7,7,1
591,54,15698,2142,3,4,0
592,22,33964,19772,9,2,0
593,39,32058,21699,1,0,0
594,53,34408,10234,2,1,0
595,32,29324,207,5,13,0
596,42,25885,10846,9,8,0
597,47,16309,8664,5,7,0
598,46,5661,18022,11,9,0
599,43,18133,21511,11,10,0
600,48,25549,24711,11,3,0
601,34,11210,15246,6,12,1
602,54,6358,4356,11,2,1
603,55,3275,6024,10,4,0
604,56,7078,7605,3,7,0
605,22,24138,1436,7,13,0
606,42,14137,11763,7,9,0
607,27,32223,22759,10,5,1
608,49,32350,13004,6,9,0
609,38,7698,8698,2,14,0
610,26,34815,10797,2,10,0
611,52,3364,22631,1,3,0
612,26,13165,2781,10,7,0
613,59,3794,443,6,3,1
614,24,16646,16501,5,4,0
615,44,26179,9732,11,1,0
616,58,8870,10962,6,9,0
617,58,3589,566,1,3,0
618,31,23678,19986,3,14,0
619,31,33736,18320,0,9,0
620,40,7313,4183,1,13,1
621,38,28316,7926,6,9,0
622,42,19211,9844,4,2,0
623,35,24129,20955,9,11,0
624,30,29770,5801,2,14,1
625,22,10377,13796,1,11,0
626,34,11861,16021,2,7,0
627,25,20821,20774,3,7,1
628,22,15952,21199,9,13,0
629,53,12047,5500,9,6,0
630,55,29953,5402,4,5,0
631,49,32566,23371,7,8,0
632,52,7033,4781,8,13,1
633,29,21277,2686,1,3,0
634,47,26903,15515,11,3,0
635,55,28762,17587,2,5,0
636,24,21226,5056,3,0,0
637,33,25628,11129,6,1,0
638,22,19710,7057,5,1,0
639,26,34046,24981,5,12,1
640,51,30802,12099,9,9,1
641,51,33729,15855,6,3,0
642,38,21784,13578,0,4,0
643,44,27490,22097,7,12,1
644,36,7278,5183,8,13,0
645,58,23934,20598,1,13,0
646,42,33341,20463,0,1,0
647,35,31677,16326,3,7,0
648,23,10500,16696,10,4,0
649,32,7015,8354,1,7,0
650,59,24836,17912,5,8,0
651,55,23690,12580,2,14,0
652,59,11242,21880,8,12,1
653,55,29044,9757,7,10,0
654,39,10826,15760,6,8,0
655,51,12201,4768,10,3,0
656,36,32048,23951,6,9,1
657,48,26167,398,6,1,0
658,55,22941,15244,4,13,0
659,59,18105,23014,7,10,0
660,54,28650,17431,3,1,0
661,45,3153,18326,4,11,0
662,36,11773,239,2,4,0
663,51,20171,6464,2,9,0
664,38,7886,671,1,3,0
665,26,22765,19003,4,5,0
666,50,26950,24303,11,8,0
667,25,25661,2461,1,6,0
668,31,5267,24977,9,11,1
669,38,23642,18490,3,13,1
670,31,3970,20532,9,10,1
671,38,11839,1087,11,3,0
672,41,34288,6776,0,6,0
673,45,16813,9334,1,1,0
674,26,20329,20765,10,4,0
675,55,32360,5124,0,11,1
676,27,17450,23943,1,10,1
677,23,8618,12151,3,8,1
678,34,27575,16525,0,10,0
679,32,4495,16780,5,13,1
680,44,5047,21521,0,8,0
681,37,12364,23665,2,3,0
682,52,34984,17939,1,7,1
683,32,31794,7054,1,4,0
684,37,16091,22278,3,2,0
685,29,5886,10700,8,12,1
686,25,24572,1028,2,5,0
687,25,18161,10368,11,3,0
688,46,7158,21435,5,12,0
689,24,28308,17054,11,12,0
690,53,30663,16122,10,2,0
691,24,22845,4594,9,3,0
692,48,9733,14611,2,12,0
693,50,4657,13394,9,0,1
694,53,8043,1855,4,9,0
695,40,9360,16319,8,7,1
696,42,19862,19813,2,8,0
697,26,12329,14985,7,5,0
698,39,23337,21660,5,4,0
699,49,33668,10270,11,11,0
700,43,33075,23370,7,8,0
701,42,28552,13597,1,3,0
702,27,27812,9880,8,13,1
703,22,30099,20815,0,0,0
704,26,7043,16953,2,11,0
705,33,17242,22840,3,12,1
706,47,3597,12886,5,10,1
707,55,29278,17530,10,6,0
708,35,29752,11966,3,0,0
709,47,30133,6514,10,13,0
710,48,27740,4900,1,14,1
711,30,5324,12601,2,11,0
712,47,33976,16411,2,8,1
713,43,10299,15301,5,3,0
714,51,14231,5349,4,11,0
715,38,3569,1029,4,2,1
716,47,6328,6616,10,3,0
717,57,19524,1996,3,0,0
718,22,28261,17725,3,5,0
719,29,28262,15693,8,6,0
720,56,6280,18471,6,6,0
721,36,22147,374,11,4,0
722,43,34742,11561,7,13,0
723,35,6590,3045,3,9,1
724,47,21422,14728,10,11,1
725,49,20458,13838,2,9,1
726,44,25006,22659,0,4,0
727,35,16570,5949,8,5,0
728,45,5225,805,8,9,0
729,23,32593,6352,1,11,0
730,47,17878,6470,3,7,0
731,35,26907,23030,3,8,1
732,28,12533,278,11,13,1
733,24,12881,1405,0,5,0
734,44,30586,8979,11,2,0
735,39,19747,7150,1,5,0
736,59,16366,17716,7,14,0
737,56,18515,8065,5,3,0
738,36,28643,12564,0,3,0
739,46,13832,19531,6,10,0
740,58,31325,7992,10,10,0
741,49,5030,3449,6,6,0
742,31,9685,432,5,5,0
743,38,25849,24410,10,7,0
744,43,26175,1009,7,10,0
745,47,9157,7279,10,7,1
746,46,16668,12041,11,2,0
747,38,33178,5191,4,10,1
748,34,20001,8508,1,3,0
749,41,32030,15380,3,1,0
750,46,24821,5307,10,0,0
751,25,30722,4216,7,6,0
752,31,21366,1365,7,7,0
753,24,25094,6796,11,11,0
754,39,3193,9127,4,14,1
755,57,11164,19902,5,7,0
756,43,23842,11979,8,12,1
757,55,4119,2768,9,5,0
758,29,16351,495,9,6,0
759,40,26295,3592,9,7,1
760,58,9540,2232,10,3,0
761,27,15394,8048,10,7,0
762,47,34760,19319,1,5,0
763,55,19910,14667,4,11,0
764,27,29528,13000,8,6,0
765,58,26538,6719,2,9,0
766,54,24263,4445,5,13,0
767,43,17860,15173,3,6,0
768,42,29358,2367,3,7,1
769,27,8845,10776,2,10,0
770,27,10971,6555,9,13,0
771,25,32738,17289,0,14,0
772,51,22057,24552,11,4,0
773,32,17153,11419,10,1,0
774,51,27144,7900,7,7,0
775,52,29973,4597,4,0,0
776,45,31300,24037,1,14,0
777,30,26581,13465,0,12,0
778,24,33136,5009,0,12,1
779,52,24485,7235,3,1,0
780,58,30165,23592,3,4,0
781,57,6526,7958,5,3,1
782,45,23233,5288,10,11,1
783,52,4634,24197,6,10,1
784,27,14201,14314,0,1,0
785,23,3093,12998,9,14,0
786,41,31370,6136,1,3,0
787,49,22750,11195,2,6,0
788,32,10716,24687,8,4,0
789,25,17331,6606,3,14,1
790,36,22330,18686,5,12,0
791,27,19472,23709,1,3,0
792,51,17241,20779,10,1,0
793,59,21934,10666,1,1,0
794,23,14006,20379,1,0,0
795,36,25521,16135,10,9,0
796,32,9357,10082,4,13,0
797,29,4445,8498,8,5,0
798,47,24005,24696,5,5,0
799,26,9335,7769,8,3,0
800,27,21214,14986,5,8,1
801,47,30317,1427,8,12,0
802,25,26169,21997,4,3,0
803,40,26775,3102,10,2,0
804,41,19938,17839,11,10,0
805,54,14956,1346,0,9,0
806,41,21818,8820,5,8,1
807,33,28256,17598,3,0,0
808,22,9919,1961,8,12,1
809,47,8593,19379,5,14,0
810,35,29207,4612,0,1,1
811,59,19586,9739,5,0,0
812,58,10153,5690,2,6,0
813,32,7542,15168,2,11,0
814,57,19192,13107,6,12,0
815,34,31494,19242,1,0,0
816,24,34619,17145,8,10,0
817,54,30715,5458,8,10,1
818,27,16403,10033,6,0,0
819,31,16065,8047,8,5,0
820,26,27394,4902,10,5,0
821,44,29801,24489,5,10,1
822,31,12878,1496,8,11,0
823,23,3828,9435,9,4,0
824,34,32230,4582,1,3,0
825,23,10170,2043,4,7,1
826,41,21406,3376,10,2,0
827,22,27678,8708,5,0,0
828,58,32968,17218,11,0,0
829,30,12749,17007,5,4,0
830,38,23595,17431,10,2,0
831,30,24338,17948,3,2,0
832,32,23471,20366,3,10,1
833,36,30087,14891,4,14,0
834,45,27679,5440,5,1,0
835,59,33978,496,11,8,0
836,56,33003,10455,7,10,0
837,51,31014,16926,11,12,0
838,52,16216,915,9,5,0
839,26,14049,18185,0,6,0
840,35,9785,11274,7,1,0
841,32,11998,16465,1,10,1
842,30,26550,13281,10,0,0
843,55,7655,1179,6,7,1
844,33,21458,24741,3,13,0
845,56,34227,10447,7,9,0
846,56,28102,2071,5,14,0
847,22,9918,8998,4,3,0
848,43,6436,23414,9,12,1
849,50,24432,16715,9,8,1
850,29,27873,13873,4,11,0
851,32,7872,7145,3,8,1
852,58,3360,9726,2,12,1
853,35,14909,14576,2,10,0
854,51,7599,23363,2,11,1
855,56,13168,24756,6,3,0
856,42,9731,22496,7,9,0
857,58,5077,1589,7,2,0
858,26,16750,18870,1,4,0
859,40,30987,22218,2,5,0
860,35,21557,18974,1,9,1
861,47,7691,8679,5,3,0
862,25,29165,8803,10,0,0
863,46,20773,19804,2,6,0
864,46,27346,21592,5,14,0
865,39,25355,15290,3,4,0
866,29,6514,9589,11,1,0
867,35,27838,7214,9,13,1
868,53,30559,17840,9,10,0
869,59,5919,10385,5,13,0
870,54,34965,15889,2,8,0
871,44,29439,9529,4,7,0
872,36,19385,15323,7,9,0
873,54,21317,15440,2,6,0
